CASRN,LD50_avg,Toxic_avg-0,Toxic_avg-1,EPA_avg-1,EPA_avg-2,EPA_avg-3,EPA_avg-4,Toxic,EPA_Category,Toxic_zones,EPA_zones,Integrated_zones,model,logLD50_mmolkg,Toxic(Exp),EPA_category(Exp)
503-87-7,0.547,0.251,0.749,0.092,0.251,0.482,0.174,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.558,1.0,2.0
63307-61-9,0.299,0.242,0.758,0.053,0.351,0.532,0.064,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.146,1.0,2.0
119-12-0,-0.616,0.108,0.892,0.37,0.374,0.183,0.073,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.095,1.0,2.0
74711-43-6,-0.041,0.217,0.783,0.091,0.518,0.327,0.064,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.154,1.0,2.0
36518-74-8,0.463,0.256,0.744,0.032,0.105,0.764,0.098,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.144,1.0,2.0
21586-21-0,0.794,0.251,0.749,0.046,0.301,0.592,0.061,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.569,1.0,2.0
33693-04-8,0.659,0.234,0.766,0.01,0.079,0.871,0.04,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.284,1.0,2.0
2152-34-3,0.791,0.373,0.627,0.015,0.22,0.662,0.103,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.394,1.0,2.0
69267-51-2,0.638,0.322,0.678,0.024,0.21,0.667,0.099,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.314,1.0,2.0
825-56-9,0.7,0.28,0.72,0.014,0.164,0.76,0.061,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.479,1.0,2.0
95-87-4,0.958,0.365,0.635,0.005,0.145,0.827,0.023,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.56,1.0,2.0
6933-90-0,0.396,0.116,0.884,0.017,0.693,0.263,0.027,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.319,1.0,2.0
1990-90-5,0.409,0.095,0.905,0.075,0.607,0.293,0.025,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.615,1.0,2.0
32179-45-6,0.432,0.183,0.817,0.059,0.319,0.575,0.047,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.389,1.0,2.0
112839-32-4,0.234,0.233,0.767,0.04,0.326,0.531,0.103,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.055,1.0,2.0
137927-79-8,0.37,0.158,0.842,0.01,0.253,0.674,0.062,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.108,1.0,2.0
2591-74-4,-0.361,0.065,0.935,0.266,0.454,0.253,0.028,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.129,1.0,2.0
3244-90-4,-0.567,0.244,0.756,0.448,0.188,0.307,0.058,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,0.075,1.0,2.0
498-67-9,0.882,0.438,0.562,0.017,0.13,0.734,0.119,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.4,1.0,2.0
64204-51-9,0.381,0.198,0.802,0.093,0.379,0.48,0.048,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.353,1.0,2.0
56296-78-7,0.414,0.088,0.912,0.015,0.083,0.849,0.053,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.165,1.0,2.0
108-03-2,0.689,0.185,0.815,0.03,0.382,0.534,0.054,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.708,1.0,2.0
30007-47-7,0.277,0.251,0.749,0.132,0.302,0.456,0.11,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.332,1.0,2.0
106-40-1,0.375,0.089,0.911,0.039,0.496,0.449,0.015,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.423,1.0,2.0
871-58-9,0.879,0.23,0.77,0.017,0.105,0.752,0.126,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.482,1.0,2.0
34681-23-7,-0.83,0.142,0.858,0.649,0.158,0.145,0.047,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,0.314,1.0,2.0
1508-65-2,0.32,0.157,0.843,0.013,0.148,0.785,0.054,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.109,1.0,2.0
42864-78-8,0.582,0.388,0.612,0.01,0.145,0.694,0.151,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.124,1.0,2.0
68523-18-2,0.003,0.3,0.7,0.019,0.621,0.184,0.176,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.042,1.0,2.0
24307-26-4,0.518,0.118,0.882,0.034,0.705,0.223,0.038,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.609,1.0,2.0
7082-21-5,0.49,0.332,0.668,0.039,0.225,0.639,0.097,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.218,1.0,2.0
154-69-8,0.334,0.069,0.931,0.021,0.248,0.704,0.027,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.264,1.0,2.0
49866-87-7,0.011,0.11,0.89,0.03,0.747,0.182,0.041,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.275,1.0,2.0
77753-23-2,0.419,0.118,0.882,0.042,0.484,0.438,0.036,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.315,1.0,2.0
1187-59-3,0.662,0.176,0.824,0.031,0.569,0.357,0.043,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.748,1.0,2.0
2901-66-8,-0.192,0.221,0.779,0.039,0.586,0.261,0.114,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.063,1.0,2.0
621-64-7,0.691,0.11,0.89,0.042,0.231,0.653,0.075,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.567,1.0,2.0
98-16-8,0.467,0.121,0.879,0.044,0.474,0.433,0.049,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.474,1.0,2.0
93-79-8,0.347,0.153,0.847,0.01,0.388,0.507,0.094,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.189,1.0,2.0
104719-71-3,0.245,0.204,0.796,0.016,0.398,0.503,0.082,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.186,1.0,2.0
17329-19-0,0.563,0.287,0.713,0.033,0.187,0.694,0.086,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.255,1.0,2.0
6385-58-6,-1.229,0.177,0.823,0.765,0.069,0.122,0.043,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,0.14,1.0,2.0
6577-41-9,0.502,0.191,0.809,0.022,0.169,0.741,0.069,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.157,1.0,2.0
40643-37-6,0.389,0.107,0.893,0.018,0.657,0.303,0.023,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.281,1.0,2.0
109736-10-9,0.258,0.281,0.719,0.03,0.127,0.728,0.116,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.024,1.0,2.0
123886-63-5,0.227,0.193,0.807,0.019,0.507,0.409,0.065,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.099,1.0,2.0
123886-71-5,0.237,0.078,0.922,0.013,0.494,0.463,0.031,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.093,1.0,2.0
1315251-11-6,0.625,0.354,0.646,0.027,0.152,0.678,0.144,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.314,1.0,2.0
135810-36-5,0.411,0.286,0.714,0.02,0.6,0.295,0.085,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.255,1.0,2.0
145071-62-1,0.167,0.219,0.781,0.088,0.264,0.581,0.067,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.208,1.0,2.0
1633-83-6,0.388,0.24,0.76,0.094,0.486,0.337,0.082,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.565,1.0,2.0
18361-12-1,0.161,0.109,0.891,0.068,0.298,0.61,0.025,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.209,1.0,2.0
18979-61-8,0.685,0.269,0.731,0.009,0.15,0.818,0.023,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.478,1.0,2.0
2078-54-8,0.89,0.327,0.673,0.006,0.144,0.76,0.09,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.448,1.0,2.0
2545-59-7,0.297,0.177,0.823,0.01,0.527,0.358,0.104,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.148,1.0,2.0
2834-84-6,0.918,0.304,0.696,0.066,0.282,0.504,0.148,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.829,1.0,2.0
30560-37-3,-0.215,0.079,0.921,0.197,0.315,0.462,0.026,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.404,1.0,2.0
327-78-6,0.771,0.345,0.655,0.037,0.081,0.606,0.276,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.353,1.0,2.0
3568-23-8,0.247,0.123,0.877,0.017,0.498,0.459,0.026,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.167,1.0,2.0
3942-71-0,-0.054,0.078,0.922,0.131,0.688,0.166,0.015,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.382,1.0,2.0
4418-26-2,0.828,0.491,0.509,0.038,0.088,0.685,0.188,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.473,1.0,2.0
52112-66-0,0.402,0.084,0.916,0.018,0.324,0.634,0.024,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.371,1.0,2.0
5579-85-1,0.366,0.178,0.822,0.067,0.105,0.787,0.04,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.304,1.0,2.0
6047-17-2,0.296,0.259,0.741,0.029,0.487,0.345,0.14,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.115,1.0,2.0
63979-27-1,0.457,0.138,0.862,0.015,0.463,0.499,0.023,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.287,1.0,2.0
64037-31-6,0.454,0.154,0.846,0.045,0.11,0.792,0.053,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.322,1.0,2.0
6853-79-8,-0.124,0.077,0.923,0.196,0.629,0.157,0.019,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.243,1.0,2.0
76211-54-6,-0.09,0.131,0.869,0.127,0.403,0.456,0.014,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.289,1.0,2.0
80834-49-7,0.149,0.069,0.931,0.01,0.842,0.125,0.023,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.122,1.0,2.0
80834-53-3,0.057,0.13,0.87,0.021,0.788,0.147,0.045,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.104,1.0,2.0
80834-57-7,0.141,0.064,0.936,0.008,0.905,0.068,0.019,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.141,1.0,2.0
80834-61-3,0.155,0.096,0.904,0.01,0.824,0.133,0.032,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.099,1.0,2.0
80834-65-7,0.159,0.066,0.934,0.012,0.842,0.126,0.021,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.156,1.0,2.0
80834-71-5,0.114,0.085,0.915,0.019,0.63,0.316,0.034,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.123,1.0,2.0
80834-76-0,0.142,0.089,0.911,0.014,0.802,0.152,0.032,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.126,1.0,2.0
80834-81-7,0.257,0.275,0.725,0.023,0.508,0.333,0.136,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.084,1.0,2.0
85-27-8,0.849,0.522,0.478,0.017,0.141,0.676,0.166,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.368,1.0,2.0
91574-89-9,0.088,0.218,0.782,0.035,0.264,0.621,0.079,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.078,1.0,2.0
134880-75-4,-0.132,0.294,0.706,0.065,0.549,0.283,0.104,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.04,1.0,3.0
72-69-5,0.352,0.13,0.87,0.036,0.355,0.567,0.042,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.28,1.0,3.0
110-46-3,0.745,0.412,0.588,0.022,0.386,0.384,0.208,Toxic,EPA 2,InZone,InZone,InZone,Base Models,0.635,1.0,3.0
28998-67-6,0.72,0.168,0.832,0.063,0.159,0.734,0.044,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.613,1.0,3.0
596-11-2,0.036,0.202,0.798,0.053,0.627,0.238,0.082,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.271,1.0,3.0
59-33-6,0.337,0.134,0.866,0.032,0.181,0.756,0.031,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.255,1.0,3.0
84226-24-4,0.305,0.195,0.805,0.049,0.202,0.686,0.062,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.264,1.0,3.0
1765-48-6,0.008,0.165,0.835,0.015,0.324,0.6,0.06,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,-0.023,1.0,3.0
1203-24-3,0.455,0.269,0.731,0.015,0.518,0.366,0.1,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.399,1.0,3.0
70081-94-6,0.872,0.616,0.384,0.031,0.102,0.729,0.138,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.389,1.0,3.0
3414-47-9,0.272,0.268,0.732,0.115,0.197,0.601,0.087,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.276,1.0,3.0
33237-74-0,0.413,0.183,0.817,0.018,0.293,0.636,0.053,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.212,1.0,3.0
536-90-3,0.89,0.197,0.803,0.01,0.23,0.728,0.032,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.631,1.0,3.0
1687-61-2,0.87,0.301,0.699,0.007,0.164,0.806,0.024,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.59,1.0,3.0
64058-87-3,0.307,0.192,0.808,0.022,0.597,0.323,0.059,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.381,1.0,3.0
7554-65-6,0.862,0.106,0.894,0.022,0.209,0.736,0.033,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.813,1.0,3.0
438-41-5,0.186,0.161,0.839,0.018,0.778,0.164,0.04,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.253,1.0,3.0
6921-27-3,0.589,0.283,0.717,0.062,0.498,0.374,0.065,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.758,1.0,3.0
156-43-4,1.032,0.594,0.406,0.012,0.095,0.868,0.025,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.595,1.0,3.0
33213-28-4,0.766,0.405,0.595,0.011,0.129,0.738,0.121,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.357,1.0,3.0
985-12-6,0.363,0.376,0.624,0.026,0.133,0.704,0.138,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.133,1.0,3.0
17730-82-4,0.44,0.29,0.71,0.044,0.248,0.632,0.077,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.301,1.0,3.0
1178-99-0,0.186,0.159,0.841,0.011,0.246,0.667,0.076,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.107,1.0,3.0
1001354-72-8,0.937,0.458,0.542,0.01,0.156,0.641,0.193,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.578,1.0,3.0
22916-47-8,0.454,0.278,0.722,0.009,0.051,0.815,0.125,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.121,1.0,3.0
314-03-4,0.244,0.077,0.923,0.016,0.669,0.279,0.036,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.273,1.0,3.0
39718-89-3,0.631,0.333,0.667,0.015,0.314,0.591,0.079,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.399,1.0,3.0
617-38-9,0.626,0.112,0.888,0.033,0.246,0.697,0.024,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.566,1.0,3.0
57262-94-9,0.375,0.127,0.873,0.018,0.399,0.53,0.053,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.326,1.0,3.0
138-53-4,0.501,0.509,0.491,0.023,0.083,0.67,0.224,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.278,1.0,3.0
58774-82-6,0.649,0.533,0.467,0.011,0.054,0.731,0.203,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.096,1.0,3.0
152-18-1,0.172,0.124,0.876,0.202,0.377,0.352,0.069,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.556,1.0,3.0
57165-49-8,0.41,0.328,0.672,0.026,0.165,0.735,0.074,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.171,1.0,3.0
13047-13-7,0.308,0.26,0.74,0.159,0.156,0.615,0.071,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.438,1.0,3.0
141-98-0,0.696,0.239,0.761,0.036,0.385,0.481,0.098,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.586,1.0,3.0
2177-22-2,0.586,0.26,0.74,0.076,0.201,0.677,0.046,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.627,1.0,3.0
3680-02-2,0.369,0.275,0.725,0.251,0.326,0.254,0.169,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.73,1.0,3.0
3439-67-6,0.345,0.213,0.787,0.009,0.244,0.707,0.04,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.176,1.0,3.0
22199-72-0,0.88,0.356,0.644,0.021,0.282,0.626,0.071,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.598,1.0,3.0
7765-88-0,0.624,0.256,0.744,0.037,0.301,0.573,0.09,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.545,1.0,3.0
274-09-9,0.852,0.352,0.648,0.015,0.16,0.786,0.039,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.677,1.0,3.0
81994-68-5,0.477,0.297,0.703,0.053,0.173,0.686,0.088,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.262,1.0,3.0
3734-33-6,0.347,0.319,0.681,0.052,0.337,0.522,0.088,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.254,1.0,3.0
13707-88-5,0.698,0.287,0.713,0.008,0.107,0.838,0.047,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.374,1.0,3.0
59-87-0,0.663,0.352,0.648,0.029,0.164,0.641,0.165,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.474,1.0,3.0
75157-06-1,0.28,0.151,0.849,0.036,0.33,0.595,0.038,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.268,1.0,3.0
108670-13-9,0.15,0.063,0.937,0.011,0.256,0.717,0.016,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.181,1.0,3.0
144-02-5,0.113,0.167,0.833,0.059,0.578,0.304,0.059,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.513,1.0,3.0
17243-39-9,0.44,0.081,0.919,0.02,0.077,0.879,0.025,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.381,1.0,3.0
25476-46-4,-0.293,0.073,0.927,0.267,0.574,0.129,0.03,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.387,1.0,3.0
33499-05-7,0.55,0.338,0.662,0.038,0.25,0.508,0.204,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.431,1.0,3.0
37032-15-8,-0.151,0.105,0.895,0.179,0.553,0.245,0.023,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.364,1.0,3.0
54941-75-2,0.428,0.548,0.452,0.067,0.184,0.594,0.155,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.327,1.0,3.0
63938-48-7,0.676,0.266,0.734,0.014,0.159,0.738,0.09,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.392,1.0,3.0
690-94-8,0.761,0.288,0.712,0.046,0.238,0.625,0.091,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.736,1.0,3.0
75614-09-4,0.467,0.46,0.54,0.039,0.189,0.591,0.181,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.315,1.0,3.0
78-71-7,0.261,0.153,0.847,0.146,0.3,0.517,0.038,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.588,1.0,3.0
67-20-9,0.784,0.331,0.669,0.025,0.131,0.598,0.246,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.404,1.0,3.0
108-68-9,0.922,0.363,0.637,0.007,0.201,0.715,0.077,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.697,1.0,3.0
98-46-4,0.436,0.198,0.802,0.13,0.211,0.54,0.119,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.504,1.0,3.0
73681-13-7,0.19,0.296,0.704,0.125,0.394,0.409,0.072,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.375,1.0,3.0
3614-69-5,0.311,0.059,0.941,0.009,0.074,0.895,0.021,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.325,1.0,3.0
10232-90-3,0.308,0.19,0.81,0.066,0.543,0.34,0.051,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.525,1.0,3.0
2100-17-6,0.793,0.346,0.654,0.054,0.372,0.469,0.105,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.868,1.0,3.0
36643-74-0,0.872,0.365,0.635,0.025,0.194,0.674,0.107,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.665,1.0,3.0
761-65-9,1.073,0.518,0.482,0.014,0.136,0.64,0.21,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.596,1.0,3.0
78816-47-4,-0.024,0.257,0.743,0.025,0.506,0.385,0.084,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.168,1.0,3.0
33235-85-7,0.252,0.069,0.931,0.02,0.408,0.548,0.024,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.338,1.0,3.0
126-02-3,0.483,0.068,0.932,0.02,0.136,0.813,0.031,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.339,1.0,3.0
36335-67-8,-0.264,0.086,0.914,0.254,0.311,0.403,0.033,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.278,1.0,3.0
5748-26-5,0.169,0.206,0.794,0.128,0.42,0.395,0.057,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.38,1.0,3.0
37924-13-3,0.475,0.616,0.384,0.025,0.145,0.666,0.164,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.222,1.0,3.0
15687-27-1,0.797,0.421,0.579,0.008,0.198,0.695,0.1,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.489,1.0,3.0
5001-99-0,0.266,0.278,0.722,0.06,0.418,0.453,0.069,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.443,1.0,3.0
32665-36-4,0.27,0.149,0.851,0.018,0.383,0.563,0.036,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.257,1.0,3.0
5581-45-3,0.38,0.105,0.895,0.014,0.072,0.885,0.03,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.334,1.0,3.0
1053-74-3,0.263,0.148,0.852,0.009,0.273,0.697,0.021,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.231,1.0,3.0
17959-12-5,0.054,0.257,0.743,0.13,0.267,0.528,0.075,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.34,1.0,3.0
54063-25-1,0.469,0.301,0.699,0.055,0.42,0.486,0.038,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.494,1.0,3.0
58955-85-4,0.577,0.197,0.803,0.022,0.198,0.733,0.047,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.53,1.0,3.0
13286-32-3,-0.7,0.06,0.94,0.43,0.406,0.146,0.017,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,0.404,1.0,3.0
2570-26-5,0.737,0.414,0.586,0.009,0.208,0.677,0.107,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,0.463,1.0,3.0
6334-11-8,0.817,0.118,0.882,0.007,0.062,0.888,0.043,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.689,1.0,3.0
87798-87-6,0.169,0.224,0.776,0.026,0.259,0.64,0.075,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.14,1.0,3.0
89845-17-0,0.098,0.214,0.786,0.046,0.326,0.543,0.086,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.285,1.0,3.0
1069-66-5,1.199,0.806,0.194,0.006,0.036,0.806,0.153,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.667,1.0,3.0
3337-87-9,0.276,0.115,0.885,0.038,0.274,0.655,0.034,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.491,1.0,3.0
99-66-1,1.199,0.806,0.194,0.006,0.036,0.806,0.153,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.667,1.0,3.0
107-71-1,1.107,0.685,0.315,0.033,0.09,0.593,0.284,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.708,1.0,3.0
62610-77-9,-0.4,0.148,0.852,0.266,0.383,0.313,0.037,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.451,1.0,3.0
4856-95-5,1.05,0.2,0.8,0.032,0.088,0.831,0.048,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.892,1.0,3.0
6315-89-5,0.711,0.275,0.725,0.018,0.297,0.626,0.059,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.648,1.0,3.0
75219-45-3,0.156,0.662,0.338,0.042,0.078,0.31,0.57,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,0.044,1.0,3.0
4482-85-3,-0.363,0.119,0.881,0.105,0.636,0.212,0.047,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.189,1.0,3.0
1244-76-4,0.243,0.142,0.858,0.019,0.399,0.518,0.064,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.265,1.0,3.0
59010-86-5,-0.258,0.132,0.868,0.195,0.604,0.129,0.071,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.234,1.0,3.0
17581-48-5,-0.117,0.143,0.857,0.162,0.382,0.415,0.041,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.286,1.0,3.0
124-40-3,0.741,0.181,0.819,0.082,0.499,0.385,0.034,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,1.19,1.0,3.0
